"acef:AcceptedTaxonID","acef:ParentSpeciesID","acef:InfraSpeciesEpithet","acef:InfraSpeciesAuthorString","acef:InfraSpeciesMarker","acef:GSDNameStatus","acef:Sp2000NameStatus","acef:IsExtinct","acef:HasPreHolocene","acef:HasModern","acef:LifeZone","acef:AdditionalData","acef:LTSSpecialist","acef:LTSDate","acef:InfraSpeciesURL","acef:GSDTaxonGUID","acef:GSDNameGUID"
16186,8537,"coimbatorensis","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23341&page=explorer&db=flow",,
16187,8537,"chikkaballapurana","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23342&page=explorer&db=flow",,
16188,8537,"thekkadiana","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23343&page=explorer&db=flow",,
16189,8537,"naraikkaduana","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23344&page=explorer&db=flow",,
16190,8537,"dhimbami","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23345&page=explorer&db=flow",,
16191,8537,"pirmedana","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23346&page=explorer&db=flow",,
16192,8537,"lycoides","Walker, 1862",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23347&page=explorer&db=flow",,
16193,8537,"singhalensis","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23348&page=explorer&db=flow",,
16194,432,"aberrans","Kirby, 1891",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23349&page=explorer&db=flow",,
16195,432,"palghati","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23350&page=explorer&db=flow",,
16196,432,"consors","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23351&page=explorer&db=flow",,
16197,432,"comes","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23352&page=explorer&db=flow",,
16198,432,"achates","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23353&page=explorer&db=flow",,
16217,6253,"var. ugandana","Lallemand, 1929",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23383&page=explorer&db=flow",,
16240,2182,"talos","Fennah, 1970",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23409&page=explorer&db=flow",,
16241,2182,"charon","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23410&page=explorer&db=flow",,
16242,2182,"dira","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23411&page=explorer&db=flow",,
16243,2182,"ponapeana","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23412&page=explorer&db=flow",,
16244,2182,"sory","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23413&page=explorer&db=flow",,
16245,2182,"thyestes","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23414&page=explorer&db=flow",,
16246,2182,"yapana","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23415&page=explorer&db=flow",,
16254,8613,"scaeva","Fennah, 1970",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23422&page=explorer&db=flow",,
16257,8926,"rennelli","Fennah, 1970",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23426&page=explorer&db=flow",,
16341,6759,"marginalis","Melichar, 1898",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23535&page=explorer&db=flow",,
16454,16453,"fuscifrons","Kuoh, 1982",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23673&page=explorer&db=flow",,
16462,16461,"immaculata","(Muir, 1921)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23681&page=explorer&db=flow",,
16512,14573,"otho","Fennah, 1975",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23721&page=explorer&db=flow",,
16519,16453,"lacteipennis","(Muir, 1917)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23729&page=explorer&db=flow",,
16520,15731,"neopropinqua","Muir, 1917",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=23730&page=explorer&db=flow",,
16976,5800,"nigrior","Fennah, 1963",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24261&page=explorer&db=flow",,
17078,2438,"contracta","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24371&page=explorer&db=flow",,
17226,17414,"yoshiakii","Nagai & Porion, 2002",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24524&page=explorer&db=flow",,
17275,6853,"var. fusca","Lallemand, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24577&page=explorer&db=flow",,
17286,7423,"moreana","Melichar, 1912",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24588&page=explorer&db=flow",,
17309,15202,"ochracea","Eyles & Linnavuori, 1974",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24619&page=explorer&db=flow",,
17311,15202,"manuana","Fennah, 1967",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24621&page=explorer&db=flow",,
17371,12007,"pantherina","(Melichar, 1901)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24681&page=explorer&db=flow",,
17394,9963,"var. lineatalis","Kirkaldy, 1913",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24709&page=explorer&db=flow",,
17396,8575,"bicuspidata","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24715&page=explorer&db=flow",,
17397,8575,"paphia","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24716&page=explorer&db=flow",,
17398,8576,"obliqua","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24717&page=explorer&db=flow",,
17399,8578,"flagellata","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24718&page=explorer&db=flow",,
17400,8578,"hastata","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24719&page=explorer&db=flow",,
17401,8578,"serrata","Fennah, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24720&page=explorer&db=flow",,
17402,8578,"vitiensis","Kirkaldy, 1906",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24721&page=explorer&db=flow",,
17403,8735,"var. fusca","Melichar, 1914",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24723&page=explorer&db=flow",,
17404,8735,"var. hyalinata","Lallemand & Synave, 1953",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24724&page=explorer&db=flow",,
17405,8656,"var. coriacea","Bierman, 1910",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24725&page=explorer&db=flow",,
17467,17446,"delessertii","(Guérin-Méneville, 1840)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24811&page=explorer&db=flow",,
17471,10032,"dominicana","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24816&page=explorer&db=flow",,
17472,10032,"angustior","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24817&page=explorer&db=flow",,
17473,10032,"grenaduna","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24818&page=explorer&db=flow",,
17476,22486,"gredanada","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24821&page=explorer&db=flow",,
17480,8281,"sylvestris","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24825&page=explorer&db=flow",,
17481,8281,"muscosa","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24826&page=explorer&db=flow",,
17492,17446,"fulvirostris","(Walker, 1858)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24838&page=explorer&db=flow",,
17495,17494,"nigritarsis","(Metcalf, 1947)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24846&page=explorer&db=flow",,
17497,17494,"conspersatus","(Bierman, 1910)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24853&page=explorer&db=flow",,
17500,17494,"subocellatus","(Guérin-Méneville, 1840)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24859&page=explorer&db=flow",,
17537,17530,"var. fustotestacea","(Metcalf, 1947)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24927&page=explorer&db=flow",,
17545,17494,"verhuelli","(Atkinson, 1885)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24941&page=explorer&db=flow",,
17548,17547,"incertus","Schmidt, 1923",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24947&page=explorer&db=flow",,
17567,17566,"albobasalis","(Lallemand, 1960)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24970&page=explorer&db=flow",,
17575,5750,"mauritianus","Fennah, 1964",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=24262&page=explorer&db=flow",,
17625,16012,"var. hyalina","(Metcalf, 1948)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25093&page=explorer&db=flow",,
17791,8281,"viriditerminata","(Lethierry, 1881)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25385&page=explorer&db=flow",,
17807,17804,"amplata","(Caldwell, 1951)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25401&page=explorer&db=flow",,
17810,12515,"haitensis","Metcalf & Bruner, 1948",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25405&page=explorer&db=flow",,
17816,11440,"nevisanus","Fennah, 1965",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25412&page=explorer&db=flow",,
17890,17888,"pusana","Ghauri, 1976",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25500&page=explorer&db=flow",,
17892,17891,"sinensis","Ghauri, 1976",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25502&page=explorer&db=flow",,
17907,3439,"thyas","Fennah, 1978",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25524&page=explorer&db=flow",,
17908,3614,"cocosivora","Muir, 1929",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25525&page=explorer&db=flow",,
17909,14569,"trispinosa","Fennah, 1978",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25526&page=explorer&db=flow",,
17910,11104,"ocellata","Fennah, 1978",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25527&page=explorer&db=flow",,
17955,17954,"iranicus","Dlabola, 1979",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25586&page=explorer&db=flow",,
18001,17999,"rosea","Costa, 1862",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25636&page=explorer&db=flow",,
18017,904,"flavovarius","Kusnezov, 1935",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25670&page=explorer&db=flow",,
18019,5322,"var. hyalinus","(Kusnezov, 1935)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25672&page=explorer&db=flow",,
18076,4129,"vitifrons","(Matsumura, 1914)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25740&page=explorer&db=flow",,
18080,18079,"var. inhonora","Dlabola, 1961",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25745&page=explorer&db=flow",,
18094,9912,"var. alikangensis","Schumacher, 1915",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25762&page=explorer&db=flow",,
18098,357,"var. formosana","Kato, 1928",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25769&page=explorer&db=flow",,
18105,18760,"malayana","Constant, 2010",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25778&page=explorer&db=flow",,
18107,6059,"crocea","(Melichar, 1901)",,"new combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25780&page=explorer&db=flow",,
18168,10032,"maculifrons","Muir, 1924",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25868&page=explorer&db=flow",,
18169,10032,"carinata","Dozier, 1936",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25869&page=explorer&db=flow",,
18170,10032,"flavifrons","Osborn, 1935",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25870&page=explorer&db=flow",,
18171,10032,"maculata","Dozier, 1931",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25871&page=explorer&db=flow",,
18229,10537,"proboscidea","Fennah, 1954",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25949&page=explorer&db=flow",,
18230,343,"ulawana","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25950&page=explorer&db=flow",,
18231,343,"inusta","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25951&page=explorer&db=flow",,
18232,343,"tenaruana","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25952&page=explorer&db=flow",,
18233,343,"nggelana","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25953&page=explorer&db=flow",,
18234,343,"floridana","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25954&page=explorer&db=flow",,
18235,343,"sanctae-isabellae","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25956&page=explorer&db=flow",,
18236,343,"bougainvillei","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25957&page=explorer&db=flow",,
18237,343,"sanguinosa","Fennah, 1955",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25958&page=explorer&db=flow",,
18244,7986,"nelides","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25965&page=explorer&db=flow",,
18245,7986,"atrior","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25966&page=explorer&db=flow",,
18249,18248,"pelengana","Constant, 2013",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25970&page=explorer&db=flow",,
18251,567,"impersonata","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25973&page=explorer&db=flow",,
18255,12058,"sinensis","Fennah, 1956",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25977&page=explorer&db=flow",,
18260,18259,"antillana","Fennah, 1959",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25985&page=explorer&db=flow",,
18263,628,"magna","Caldwell, 1950",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25988&page=explorer&db=flow",,
18266,8780,"acuta","Caldwell, 1951",,"original combination, valid: Yes","Accepted name",0,0,1,"terrestrial",,"Bourgoin Thierry","15/01/2015",http://hemiptera-databases.com/flow?lang=en&card=name&id=25991&page=explorer&db=flow",,
